date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,home_elo_pre,away_elo_pre,elo_diff,tournament_weight,is_competitive,home_confederation,away_confederation
1974-03-30,Guernsey,Alderney,6.0,0.0,Muratti Vase,Guernsey,Guernsey,False,1563.4135412863627,1264.8277410274072,298.5858002589555,1,True,Unknown,Unknown
1974-03-31,Brazil,Mexico,1.0,1.0,Friendly,Rio de Janeiro,Brazil,False,2013.55147959311,1689.963285577581,323.58819401552887,1,False,CONMEBOL,CONCACAF
1974-03-31,Hungary,Bulgaria,3.0,1.0,Friendly,Zalaegerszeg,Hungary,False,1720.3346557963391,1739.9359265094788,-19.601270713139684,1,False,Unknown,Unknown
1974-04-03,Portugal,England,0.0,0.0,Friendly,Lisbon,Portugal,False,1689.079248981211,1826.034458011725,-136.95520903051397,1,False,UEFA,UEFA
1974-04-07,Brazil,Czechoslovakia,1.0,0.0,Friendly,Rio de Janeiro,Brazil,False,2005.157344089208,1679.7592782033923,325.39806588581564,1,False,CONMEBOL,Unknown
1974-04-07,Morocco,Algeria,2.0,0.0,Friendly,Casablanca,Morocco,False,1667.3107908285735,1569.5504801604145,97.76031066815904,1,False,CAF,CAF
1974-04-12,Bermuda,Canada,0.0,0.0,Friendly,Hamilton,Bermuda,False,1322.77390175263,1471.0864079323037,-148.31250617967362,1,False,Unknown,CONCACAF
1974-04-13,Bulgaria,Czechoslovakia,0.0,1.0,Friendly,Plovdiv,Bulgaria,False,1728.3463600140624,1678.168733856666,50.17762615739639,1,False,Unknown,Unknown
1974-04-13,Haiti,Poland,2.0,1.0,Friendly,Port-au-Prince,Haiti,False,1599.9328800079518,1748.829716291565,-148.8968362836133,1,False,CONCACAF,Unknown
1974-04-14,Brazil,Bulgaria,1.0,0.0,Friendly,Rio de Janeiro,Brazil,False,2006.7478884359343,1714.2743942626043,292.47349417333,1,False,CONMEBOL,Unknown
1974-04-15,Haiti,Poland,1.0,3.0,Friendly,Port-au-Prince,Haiti,False,1611.3310253541274,1737.4315709453897,-126.10054559126229,1,False,CONCACAF,Unknown
1974-04-17,Belgium,Poland,1.0,1.0,Friendly,Liège,Belgium,False,1748.6779110126756,1751.3068348408506,-2.6289238281749476,1,False,UEFA,Unknown
1974-04-17,Brazil,Romania,2.0,0.0,Friendly,São Paulo,Brazil,False,2008.638964150844,1685.5939508799124,323.0450132709316,1,False,CONMEBOL,Unknown
1974-04-17,Germany,Hungary,5.0,0.0,Friendly,Dortmund,Germany,False,1970.1118293421337,1731.9242222917555,238.18760705037812,1,False,UEFA,Unknown
1974-04-17,Yugoslavia,Russia,0.0,1.0,Friendly,Zenica,Yugoslavia,False,1802.7154962223733,1748.3006043636658,54.414891858707506,1,False,Unknown,Unknown
1974-04-19,Indonesia,Uruguay,2.0,1.0,Friendly,Jakarta,Indonesia,False,1477.0599207835585,1684.7414707731684,-207.68154998960995,1,False,Unknown,CONMEBOL
1974-04-21,Brazil,Haiti,4.0,0.0,Friendly,Brasília,Brazil,False,2011.0546970623964,1597.4557614586663,413.59893560373007,1,False,CONMEBOL,CONCACAF
1974-04-21,Indonesia,Uruguay,2.0,3.0,Friendly,Jakarta,Indonesia,False,1490.063676894114,1671.7377146626127,-181.6740377684987,1,False,Unknown,CONMEBOL
1974-04-22,Argentina,Romania,2.0,1.0,Friendly,Buenos Aires,Argentina,False,1765.58858770818,1683.1782179683598,82.41036973982023,1,False,CONMEBOL,Unknown
1974-04-24,Haiti,Chile,0.0,1.0,Friendly,Port-au-Prince,Haiti,False,1595.6021520609395,1705.374783895644,-109.7726318347045,1,False,CONCACAF,Unknown
1974-04-26,Haiti,Chile,0.0,0.0,Friendly,Port-au-Prince,Haiti,False,1585.883356858561,1715.0935790980225,-129.21022223946147,1,False,CONCACAF,Unknown
1974-04-27,Czechoslovakia,France,3.0,3.0,Friendly,Prague,Czechoslovakia,False,1692.240699608124,1630.5420615077528,61.69863810037123,1,False,Unknown,UEFA
1974-04-28,Brazil,Greece,0.0,0.0,Friendly,Rio de Janeiro,Brazil,False,2012.9083064601236,1458.4422981718185,554.4660082883051,1,False,CONMEBOL,Unknown
1974-05-01,Brazil,Austria,0.0,0.0,Friendly,São Paulo,Brazil,False,2003.3601019113491,1676.4312118967794,326.9288900145698,1,False,CONMEBOL,UEFA
1974-05-01,Germany,Sweden,2.0,0.0,Friendly,Hamburg,Germany,False,1975.1080933811995,1755.517408316679,219.59068506452059,1,False,UEFA,UEFA
1974-05-01,Switzerland,Belgium,0.0,1.0,Friendly,Geneva,Switzerland,False,1572.053354324823,1745.9464865404702,-173.89313221564726,1,False,UEFA,UEFA
1974-05-02,Yemen DPR,Iraq,2.0,0.0,Friendly,Aden,Yemen DPR,False,1458.730534809653,1639.1433099916562,-180.41277518200332,1,False,Unknown,AFC
1974-05-05,Brazil,Republic of Ireland,2.0,1.0,Friendly,Rio de Janeiro,Brazil,False,1994.9377925412105,1452.3304713557636,542.6073211854468,1,False,CONMEBOL,Unknown
1974-05-05,China PR,Sierra Leone,4.0,1.0,Friendly,Beijing,China PR,False,1701.9928083201178,1427.3835424876395,274.6092658324783,1,False,Unknown,Unknown
1974-05-08,Bulgaria,Turkey,5.0,1.0,Balkan Cup,Sofia,Bulgaria,False,1712.3833185476951,1556.69343515272,155.68988339497514,2,True,Unknown,UEFA
1974-05-08,Uruguay,Republic of Ireland,2.0,0.0,Friendly,Montevideo,Uruguay,False,1679.429312661257,1451.8475281908786,227.58178447037835,1,False,CONMEBOL,Unknown
